420794,36770456,15142488,51912944
2001559605,55595328,19787912,75383240
4002471392,131772176,20395448,152167624
6003315853,143917896,20601208,164519104
8004116798,32876448,20732472,53608920
10004992869,56239784,20808680,77048464
12005517937,67444288,20869000,88313288
14006278239,67444288,20869000,88313288
16007052499,67444288,20869000,88313288
18007632168,67444288,20890688,88334976
20007970035,67444288,20890688,88334976
22008144510,67444288,20890688,88334976
24008282859,67444288,20890688,88334976
26009079698,67444288,20892304,88336592
28009668809,67444288,20892304,88336592
30034629870,67444288,20892976,88337264
20937,21937792,21089448,43027240
1999841945,48471568,20900328,69371896
4000053779,78160872,20919464,99080336
6000434341,111637392,20949176,132586568
8000600605,49593352,20950072,70543424
10000633448,95301064,21022584,116323648
12001533330,106372632,21024416,127397048
14001814954,106372632,21025952,127398584
16002814185,106372632,21028600,127401232
18002844974,106372632,21028600,127401232
20002926670,106372632,21028600,127401232
22003834763,106372632,21028600,127401232
24004339304,106372632,21029432,127402064
26004535948,106372632,21033792,127406424
28005174323,106372632,21043496,127416128
30006108690,106372632,21043496,127416128
32006698622,106372632,21047504,127420136
34006914561,106372632,21062880,127435512
25042,20106080,18935920,39042000
2000171601,69197072,19055768,88252840
4000938061,33464912,19037016,52501928
6001542362,90297896,19039000,109336896
8002374507,70464128,19051928,89516056
10002437318,61751392,19053272,80804664
12003146304,73077800,19067416,92145216
14003597066,73077800,19072216,92150016
16004201777,73077800,19072216,92150016
18004224767,73077800,19072216,92150016
20005272029,73077800,19072216,92150016
22005568843,73077800,19072216,92150016
24005811056,73077800,19072216,92150016
26006009752,73077800,19073112,92150912
28006968340,73077800,19075080,92152880
30007378050,73077800,19080136,92157936
32007556630,73077800,19087720,92165520
34008074309,73077800,19087720,92165520
40642,20280000,19195008,39475008
2000341971,21311760,19225384,40537144
4000812850,30965896,19257640,50223536
6001289475,48279064,19262568,67541632
8002704163,70794488,19290600,90085088
10003257968,46449568,19290600,65740168
12003871300,56799736,19290600,76090336
14004525275,56799736,19290600,76090336
16005370146,56799736,19290600,76090336
18005864014,56799736,19290600,76090336
20006818497,56799736,19290600,76090336
22007160058,56804304,19302904,76107208
24007584957,56804304,19313472,76117776
26007899013,56804304,19313472,76117776
28008750863,56804304,19313472,76117776
30009202036,56804304,19314176,76118480
32009244731,56845248,19341040,76186288
26274,19524976,19422528,38947504
1999399804,58025088,19491696,77516784
3999437163,54222680,19528048,73750728
5999677733,15774368,19670768,35445136
7999720018,32890952,19670768,52561720
10000492225,21148152,19672112,40820264
12000991841,34415736,19672112,54087848
14001012778,34415736,19672112,54087848
16001639247,34415736,19672112,54087848
18002100272,34415736,19672112,54087848
20002324832,34415736,19672112,54087848
22002369170,34415736,19672112,54087848
24002530919,34415736,19672112,54087848
26003126598,34415736,19672112,54087848
28003538770,34415736,19672112,54087848
30004110229,34415736,19672112,54087848
32004087239,34440360,19677000,54117360
34004805667,34457976,19677000,54134976
405194,36683960,15048416,51732376
2005198545,53705232,19518640,73223872
4005455948,128835296,20391560,149226856
6005935857,139251488,20634216,159885704
8006404683,144063080,20697128,164760208
10006421104,32369032,20775192,53144224
12006784013,50989920,20886456,71876376
14007110795,50989920,20886456,71876376
16007743012,50989920,20886456,71876376
18007692927,50989920,20908144,71898064
20008094015,50989920,20908144,71898064
22008455692,50989920,20908144,71898064
24008471292,50989920,20908144,71898064
26008685179,50989920,20908144,71898064
28009367891,50989920,20909696,71899616
30010307594,50989920,20910368,71900288
32010735367,51080168,20927776,72007944
22169,23070320,21116824,44187144
1999788988,42220832,21063384,63284216
4000206908,67976768,21094296,89071064
6000879356,97363240,21081384,118444624
8001048905,25376192,21081384,46457576
10001447530,65460376,21159528,86619904
12002284601,86080048,21161232,107241280
14002955818,86080048,21161232,107241280
16002897112,86080048,21163880,107243928
18003862680,86080048,21163880,107243928
20004588908,86080048,21163880,107243928
22004865605,86080048,21165992,107246040
24005122186,86080048,21165992,107246040
26005159134,86080048,21177216,107257264
28005751940,86080048,21177216,107257264
30006011395,86080048,21177216,107257264
32005939142,86080048,21193328,107273376
34006241292,86080048,21163176,107243224
21758,20485264,19567768,40053032
2000100990,64501560,19435968,83937528
4000704880,22697640,19195136,41892776
6000754965,74765592,19174400,93939992
8001313697,48531400,19174400,67705800
10001416740,34506432,19174400,53680832
12001576026,51900104,19174400,71074504
14001820702,51900104,19179136,71079240
16001895829,51900104,19179136,71079240
18002532561,51900104,19183160,71083264
20003418896,51900104,19183160,71083264
22004060555,51900104,19183160,71083264
24004987122,51900104,19183160,71083264
26004934984,51900104,19184056,71084160
28004938269,51900104,19187192,71087296
30005814751,51900104,19187192,71087296
32006309440,51900104,19195096,71095200
26274,20300888,19351392,39652280
1999981116,17377272,19360224,36737496
4000342793,23365040,19391648,42756688
6000658080,38659784,19299232,57959016
8000989789,60883584,19339424,80223008
10001319034,62142200,19339424,81481624
12001678248,38912688,19344928,58257616
14002006262,38945232,19344928,58290160
16002359728,38967096,19344928,58312024
18002670089,38967096,19344928,58312024
20002981271,38967096,19344928,58312024
22003310516,38978200,19354328,58332528
24003669320,38978200,19365728,58343928
26003997334,38978200,19365728,58343928
28004325347,38978200,19365728,58343928
30004661571,38978200,19366432,58344632
32004996975,39008344,19366432,58374776
34005354547,39030208,19395576,58425784
21758,18904032,19529216,38433248
1999605069,56271128,19605152,75876280
3999935957,52447224,19705888,72153112
