401088,22527288,12897576,35424864
2000868272,37256752,17839584,55096336
4001179864,37325920,17839584,55165504
6001491867,4248792,17839584,22088376
8001669216,4466936,17840928,22307864
10002078104,4466936,17840928,22307864
12002955408,4980216,17840928,22821144
14012063021,4980216,17840928,22821144
16012451383,4980216,17840928,22821144
18012482994,4980216,17863768,22843984
20012539237,4980216,17866416,22846632
22013068821,4980216,17867472,22847688
24013850470,4980216,17871368,22851584
390825,22527248,12898896,35426144
2000309951,37239184,17838272,55077456
4004085598,37342320,17838272,55180592
6004368042,4232392,17838272,22070664
8004948943,4450536,17838272,22288808
10005401758,4450536,17838272,22288808
12005816393,4963800,17838272,22802072
14006664959,4963800,17838272,22802072
16007548831,4963800,17839296,22803096
18007976193,4963800,17864784,22828584
20007990972,4963800,17864784,22828584
22580,9916896,18065136,27982032
1999800072,15906656,18597688,34504344
3999807872,15994352,18597688,34592040
5999836609,16346080,18602280,34948360
8000101812,16346080,18602280,34948360
10000135065,16346080,18604232,34950312
12000392467,16346080,18604232,34950312
14000874019,16346080,18605784,34951864
16000878535,16346080,18605784,34951864
18001064505,16346080,18605784,34951864
20001196286,16346080,18605784,34951864
22002163905,16346080,18608040,34954120
24002757943,16346080,18633088,34979168
406425,22519072,12910408,35429480
2000370708,35869312,17755672,53624984
4000433109,36204904,17755672,53960576
6001174527,36718168,17755672,54473840
8001244317,36718168,17755672,54473840
10001421255,36718168,17755672,54473840
12001456150,36718168,17755672,54473840
14001449171,36718168,17755672,54473840
16001510340,36718168,17755672,54473840
18001868733,36718168,17778512,54496680
20001971366,36718168,17778512,54496680
