7389,0,0
2000702007,0,2000
4000665880,0,2000
6001085852,0,2000
8001183559,0,2000
10002062504,0,2000
12002868375,0,2000
14003142609,0,2000
16003820805,0,2000
18004257199,0,2000
20004503106,0,2000
11084,0,0
2001132243,0,2000
4001647869,0,2000
6002453739,0,2000
8002506287,0,2000
10003325295,0,2000
12004133219,0,2000
14004587265,0,2000
16004903784,0,2000
18005756456,0,2000
11085,0,0
2000915893,0,2000
4001500488,0,2000
6001979988,0,2000
8003046545,0,2000
10003776879,0,2000
12004086418,0,2000
14004492022,0,2000
16004590139,0,2000
18034871673,0,2000
20035121275,0,2000
6979,0,0
1999852209,0,2000
4000396983,0,2000
6001355571,0,2000
8002049777,0,2000
10002247653,0,2000
12002316622,0,2000
14002790374,0,2000
16003237852,0,2000
18003333916,0,2000
20003908248,0,2000
